"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","989","Пополнение баланса (позитивные сценарии) [5] 5000.0","","Thu Dec 25 20:06:09 UTC 2025","passed","Thu Dec 25 20:06:10 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","1511","Перевод между своими счетами [1] 100.0","","Thu Dec 25 20:05:38 UTC 2025","passed","Thu Dec 25 20:05:40 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1007","Невалидные значения суммы [2] 5000.01","","Thu Dec 25 20:06:01 UTC 2025","passed","Thu Dec 25 20:06:02 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","465","Изменение имени (некорректные имена) [7] Ivan Petrovich.","","Thu Dec 25 20:05:34 UTC 2025","passed","Thu Dec 25 20:05:35 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","2669","Изменение имени у администратора","","Thu Dec 25 20:05:27 UTC 2025","passed","Thu Dec 25 20:05:30 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","adminCannotChangeNameTest"
"","3566","Невалидная сумма при переводе","","Thu Dec 25 20:06:19 UTC 2025","passed","Thu Dec 25 20:06:22 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","1064","Перевод от имени администратора","","Thu Dec 25 20:05:58 UTC 2025","passed","Thu Dec 25 20:05:59 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","adminCannotTransferTest"
"","1103","Перевод невалидной суммы [1] 50.01","","Thu Dec 25 20:05:46 UTC 2025","passed","Thu Dec 25 20:05:47 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","1221","Перевод между своими счетами [5] 10000.0","","Thu Dec 25 20:05:43 UTC 2025","passed","Thu Dec 25 20:05:44 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","518","Изменение имени (позитивные сценарии) [2] petr ivanov","","Thu Dec 25 20:05:30 UTC 2025","passed","Thu Dec 25 20:05:31 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","914","Пополнение баланса на несуществующем id счета","","Thu Dec 25 20:05:59 UTC 2025","passed","Thu Dec 25 20:06:00 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToInvalidAccountTest"
"","3590","Установка невалидного имени","","Thu Dec 25 20:06:11 UTC 2025","passed","Thu Dec 25 20:06:15 UTC 2025","","iteration2.ui.ChangeUsernameTest","iteration2.ui.ChangeUsernameTest","userCannotChangeToInvalidNameTest"
"","1223","Перевод между своими счетами [2] 20.5","","Thu Dec 25 20:05:40 UTC 2025","passed","Thu Dec 25 20:05:41 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1229","Перевод между своими счетами [3] 115.99","","Thu Dec 25 20:05:41 UTC 2025","passed","Thu Dec 25 20:05:42 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","905","Пополнение баланса неавторизованным пользователем","","Thu Dec 25 20:06:04 UTC 2025","passed","Thu Dec 25 20:06:05 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","unauthorizedUserCannotDepositTest"
"","994","Невалидные значения суммы [1] 0.0","","Thu Dec 25 20:06:00 UTC 2025","passed","Thu Dec 25 20:06:01 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","3272","Не выбрано подтверждение корректности данных","","Thu Dec 25 20:06:28 UTC 2025","passed","Thu Dec 25 20:06:31 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithoutConfirmationTest"
"","487","Изменение имени (некорректные имена) [9]    ","","Thu Dec 25 20:05:35 UTC 2025","passed","Thu Dec 25 20:05:36 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","2085","Получение списка транзакций","","Thu Dec 25 20:06:26 UTC 2025","passed","Thu Dec 25 20:06:28 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCanGetListOfTransactions"
"","971","Пополнение баланса (позитивные сценарии) [3] 20.5","","Thu Dec 25 20:06:07 UTC 2025","passed","Thu Dec 25 20:06:08 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","1129","Перевод невалидной суммы [2] 0.0","","Thu Dec 25 20:05:47 UTC 2025","passed","Thu Dec 25 20:05:48 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","480","Изменение имени (некорректные имена) [1] Ivan","","Thu Dec 25 20:05:32 UTC 2025","passed","Thu Dec 25 20:05:32 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1854","Невалидная сумма при пополнении баланса","","Thu Dec 25 20:06:31 UTC 2025","passed","Thu Dec 25 20:06:33 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","472","Изменение имени (некорректные имена) [2] Ivan Petrovich Ivanov","","Thu Dec 25 20:05:32 UTC 2025","passed","Thu Dec 25 20:05:32 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","0","Успешное изменение имени","","Thu Dec 25 20:06:11 UTC 2025","skipped","Thu Dec 25 20:06:11 UTC 2025","","iteration2.ui.ChangeUsernameTest","iteration2.ui.ChangeUsernameTest","userCanChangeNameTest"
"","974","Пополнение баланса (позитивные сценарии) [1] 100.0","","Thu Dec 25 20:06:05 UTC 2025","passed","Thu Dec 25 20:06:06 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","469","Изменение имени (некорректные имена) [4] Ivan Perovich1","","Thu Dec 25 20:05:33 UTC 2025","passed","Thu Dec 25 20:05:33 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","527","Изменение имени (позитивные сценарии) [3] PETR IVANOV","","Thu Dec 25 20:05:31 UTC 2025","passed","Thu Dec 25 20:05:32 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
