"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","481","Изменение имени (некорректные имена) [1] Ivan","","Sun Dec 14 17:52:37 UTC 2025","passed","Sun Dec 14 17:52:37 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1192","Перевод на счет другого пользователя [5] 10000.0","","Sun Dec 14 17:53:01 UTC 2025","passed","Sun Dec 14 17:53:02 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","1000","Пополнение баланса (позитивные сценарии) [2] 115.99","","Sun Dec 14 17:53:12 UTC 2025","passed","Sun Dec 14 17:53:13 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","3390","Перевод на сумму, превышающую максимальную","","Sun Dec 14 17:53:21 UTC 2025","passed","Sun Dec 14 17:53:24 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithGreaterThanMaximumAmountTest"
"","1957","Получение списка транзакций","","Sun Dec 14 17:53:31 UTC 2025","passed","Sun Dec 14 17:53:33 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCanGetListOfTransactions"
"","0","Успешное изменение имени","","Sun Dec 14 17:53:17 UTC 2025","skipped","Sun Dec 14 17:53:17 UTC 2025","","iteration2.ui.ChangeUsernameTest","iteration2.ui.ChangeUsernameTest","userCanChangeNameTest"
"","3601","Успешный перевод","","Sun Dec 14 17:53:27 UTC 2025","passed","Sun Dec 14 17:53:31 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCanTransferMoneyTest"
"","1973","Успешное пополнение баланса","","Sun Dec 14 17:53:40 UTC 2025","passed","Sun Dec 14 17:53:42 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCanDepositTest"
"","1745","Невалидная сумма при пополнении баланса","","Sun Dec 14 17:53:36 UTC 2025","passed","Sun Dec 14 17:53:38 UTC 2025","","iteration2.ui.DepositMoneyTest","iteration2.ui.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","995","Невалидные значения суммы [2] 5000.01","","Sun Dec 14 17:53:06 UTC 2025","passed","Sun Dec 14 17:53:07 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","467","Изменение имени (некорректные имена) [8] Иван Иванов","","Sun Dec 14 17:52:40 UTC 2025","passed","Sun Dec 14 17:52:41 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1180","Перевод на счет другого пользователя [4] 0.01","","Sun Dec 14 17:53:00 UTC 2025","passed","Sun Dec 14 17:53:01 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","1080","Перевод от имени администратора","","Sun Dec 14 17:53:03 UTC 2025","passed","Sun Dec 14 17:53:04 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","adminCannotTransferTest"
"","934","Пополнение баланса на несуществующем id счета","","Sun Dec 14 17:53:04 UTC 2025","passed","Sun Dec 14 17:53:05 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToInvalidAccountTest"
"","997","Невалидные значения суммы [1] 0.0","","Sun Dec 14 17:53:05 UTC 2025","passed","Sun Dec 14 17:53:06 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","500","Изменение имени (некорректные имена) [7] Ivan Petrovich.","","Sun Dec 14 17:52:40 UTC 2025","passed","Sun Dec 14 17:52:40 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","996","Пополнение баланса от имени администратора","","Sun Dec 14 17:53:08 UTC 2025","passed","Sun Dec 14 17:53:09 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","adminCannotDepositTest"
"","482","Изменение имени (некорректные имена) [4] Ivan Perovich1","","Sun Dec 14 17:52:38 UTC 2025","passed","Sun Dec 14 17:52:39 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","490","Изменение имени (некорректные имена) [9]    ","","Sun Dec 14 17:52:41 UTC 2025","passed","Sun Dec 14 17:52:41 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","986","Пополнение баланса (позитивные сценарии) [1] 100.0","","Sun Dec 14 17:53:11 UTC 2025","passed","Sun Dec 14 17:53:12 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","1010","Перевод на несуществующий счет","","Sun Dec 14 17:53:02 UTC 2025","passed","Sun Dec 14 17:53:03 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToInvalidAccountTest"
