"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","516","Изменение имени (некорректные имена) [2] Ivan Petrovich Ivanov","","Sun Dec 14 19:59:35 UTC 2025","passed","Sun Dec 14 19:59:36 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1095","Перевод с чужого счета","","Sun Dec 14 19:59:54 UTC 2025","passed","Sun Dec 14 19:59:55 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferFromElseAccountTest"
"","1003","Пополнение баланса (позитивные сценарии) [5] 5000.0","","Sun Dec 14 20:00:14 UTC 2025","passed","Sun Dec 14 20:00:15 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","1014","Пополнение баланса (позитивные сценарии) [2] 115.99","","Sun Dec 14 20:00:11 UTC 2025","passed","Sun Dec 14 20:00:12 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","977","Пополнение чужого баланса","","Sun Dec 14 20:00:15 UTC 2025","passed","Sun Dec 14 20:00:15 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToAnotherAccountTest"
"","1201","Перевод на счет другого пользователя [1] 100.0","","Sun Dec 14 19:59:55 UTC 2025","passed","Sun Dec 14 19:59:56 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferToAnotherUsersAccountTest"
"","986","Пополнение баланса (позитивные сценарии) [1] 100.0","","Sun Dec 14 20:00:10 UTC 2025","passed","Sun Dec 14 20:00:11 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","depositMoneyPositiveTest"
"","482","Изменение имени (некорректные имена) [1] Ivan","","Sun Dec 14 19:59:35 UTC 2025","passed","Sun Dec 14 19:59:35 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","994","Невалидные значения суммы [2] 5000.01","","Sun Dec 14 20:00:05 UTC 2025","passed","Sun Dec 14 20:00:06 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","1080","Перевод неавторизованным пользователем","","Sun Dec 14 19:59:48 UTC 2025","passed","Sun Dec 14 19:59:49 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","unauthorizedUserCannotTransferTest"
"","1008","Невалидные значения суммы [1] 0.0","","Sun Dec 14 20:00:04 UTC 2025","passed","Sun Dec 14 20:00:05 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositWithInvalidAmountTest"
"","0","Успешное изменение имени","","Sun Dec 14 20:00:16 UTC 2025","skipped","Sun Dec 14 20:00:16 UTC 2025","","iteration2.ui.ChangeUsernameTest","iteration2.ui.ChangeUsernameTest","userCanChangeNameTest"
"","940","Пополнение баланса на несуществующем id счета","","Sun Dec 14 20:00:03 UTC 2025","passed","Sun Dec 14 20:00:04 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","userCannotDepositToInvalidAccountTest"
