"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3576","Невалидная сумма при переводе","","Mon Dec 15 13:19:28 UTC 2025","passed","Mon Dec 15 13:19:32 UTC 2025","","iteration2.ui.TransferMoneyTest","iteration2.ui.TransferMoneyTest","userCannotTransferWithInvalidAmountTest"
"","459","Изменение имени (некорректные имена) [6] Ivan-Petrovich","","Mon Dec 15 13:18:43 UTC 2025","passed","Mon Dec 15 13:18:44 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","2826","Изменение имени у администратора","","Mon Dec 15 13:18:36 UTC 2025","passed","Mon Dec 15 13:18:39 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","adminCannotChangeNameTest"
"","490","Изменение имени (некорректные имена) [7] Ivan Petrovich.","","Mon Dec 15 13:18:44 UTC 2025","passed","Mon Dec 15 13:18:44 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","920","Получение информации о депозите","","Mon Dec 15 13:19:14 UTC 2025","passed","Mon Dec 15 13:19:15 UTC 2025","","iteration2.api.DepositMoneyTest","iteration2.api.DepositMoneyTest","getDepositInfoTest"
"","0","Перевод на тот же самый счет","","Mon Dec 15 13:19:00 UTC 2025","skipped","Mon Dec 15 13:19:00 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","userCannotTransferToTheSameAccountTest"
"","527","Изменение имени (позитивные сценарии) [2] petr ivanov","","Mon Dec 15 13:18:40 UTC 2025","passed","Mon Dec 15 13:18:40 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNamePositiveTest"
"","510","Изменение имени (некорректные имена) [9]    ","","Mon Dec 15 13:18:45 UTC 2025","passed","Mon Dec 15 13:18:45 UTC 2025","","iteration2.api.ChangeUsernameTest","iteration2.api.ChangeUsernameTest","changeNameNegativeTest"
"","1236","Перевод между своими счетами [5] 10000.0","","Mon Dec 15 13:18:53 UTC 2025","passed","Mon Dec 15 13:18:54 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","transferBetweenOwnAccountsTest"
"","1086","Перевод от имени администратора","","Mon Dec 15 13:19:07 UTC 2025","passed","Mon Dec 15 13:19:09 UTC 2025","","iteration2.api.TransferMoneyTest","iteration2.api.TransferMoneyTest","adminCannotTransferTest"
